question_german,year,episode_number,name,listen_url,,question_english
Was ist in deiner Wohnung jetzt einfach so?,2022,195,Tommi,https://open.spotify.com/episode/3FX9aU91GaekL1n9dLS7ub?go=1&t=3782, ,What’s currently just lying around in your apartment for no reason?
Bei welcher Sache hast du gleichzeitig Verst√§ndnis und bist trotzdem ein Arschloch?,2023,225,Felix,https://open.spotify.com/episode/0ZCFEqaF5Briv5iAOaqqSn?go=1&t=3463, ,What’s something you understand but still act like an asshole about?
In welchen Momenten willst du auf jeden Fall gesiezt werden?,2023,229,Tommi,https://open.spotify.com/episode/2Ed9JCwtXwFjnm2sVAQsGK?go=1&t=750, ,In what situations do you definitely want to be addressed formally (“Sie”)?
Von welcher deiner Eigenschaften sind Leute genervt?,2020,124,Tommi,, ,Which of your traits annoys people?
Wann hast du dich das letzte Mal dumm gef√ºhlt?,2023,217,Felix,, ,When was the last time you felt stupid?
Was hat dir als Kind Freude bereitet?,2021,162,Tommi,https://open.spotify.com/episode/2bWBlL2Z5649eifhSYIaP5?go=1&t=3897, ,What made you happy as a child?
"Welche Dinge die andere gerne in Gesellschaft machen, machst du lieber alleine?",2022,181,Felix,https://open.spotify.com/episode/0qy2S1M2gWDgmjdiSuXR1A?go=1&t=3510, ,What things do others prefer to do together that you like doing alone?
"Wenn du eine Sache an der Welt √§ndern k√∂nntest, welche w√§re es?",2018,52,Felix,https://open.spotify.com/episode/53RXNse6um1UakkVAdoXFZ?go=1&t=2203, ,"If you could change one thing about the world, what would it be?"
Was magst du bei Frauen mehr: Manik√ºrte N√§gel oder nat√ºrliche?,2018,32,Tommi,https://open.spotify.com/episode/6UfCoWZH2xSBCiNm8mEAYD?go=1&t=966, ,What do you prefer on women: manicured nails or natural ones?
Welche K√ºchennationalit√§t ist deine Liebste?,2018,40,Tommi,https://open.spotify.com/episode/7aBJOKRo2N2mGwbThl9TAw?go=1&t=2778, ,Which cuisine is your favorite?
Was w√ºnschst du dir dieses Jahr zu Weihnachten?,2018,51,,https://open.spotify.com/episode/0FnbzZcV1VDFpgHrg8zqRi?go=1&t=3989, ,What do you want for Christmas this year?
Welche Hausarbeit ist am befriedigendsten?,2021,150,Tommi,https://open.spotify.com/episode/1uuDJsO76nCAidIuTUVFEB?go=1&t=4861, ,What household chore is the most satisfying?
"Welches menschliche K√∂rperteil f√§ndest du am leckersten, wenn du Kannibale w√§rest?",2022,192,Tommi,https://open.spotify.com/episode/1mykhxsMtyXh6E4Mvxxivr?go=1&t=2748, ,Which human body part would you find tastiest if you were a cannibal?
Bei was bist du sofort auf 180?,2020,102,Felix,https://open.spotify.com/episode/1iOCEmAwLwJRwsc04qadb4?go=1&t=1669, ,What instantly makes you furious?
Hast du eine Lieblings-Rap-Line?,2023,229,Tommi,https://open.spotify.com/episode/2Ed9JCwtXwFjnm2sVAQsGK?go=1&t=4180, ,Do you have a favorite rap lyric?
"Was ist das seltsamste Ger√ºcht, was du √ºber dich geh√∂rt hast?",2022,206,Tommi,https://open.spotify.com/episode/4tI76AevfunAQhvAdkSQWW?go=1&t=1798, ,What’s the weirdest rumor you’ve ever heard about yourself?
"Wer glaubst du, ist objektiv betrachtet der gl√ºcklichste Mensch der Welt?",2019,62,Felix,https://open.spotify.com/episode/6uSSUrP2y4pXXvz6I1tmht?go=1&t=2912, ,Who do you think is objectively the happiest person in the world?
Wie sieht deine Abendroutine aus?,2022,195,Tommi,https://open.spotify.com/episode/3FX9aU91GaekL1n9dLS7ub?go=1&t=1529, ,What’s your evening routine like?
Kannst du gut verhandeln?,2020,102,Felix,https://open.spotify.com/episode/1iOCEmAwLwJRwsc04qadb4?go=1&t=2176, ,Are you good at negotiating?
Was h√§ltst du von falsch gelesenem Buddhismus?,2021,159,Tommi,https://open.spotify.com/episode/3NlYS3PBejXkgl69AfajEh?go=1&t=3716, ,What do you think of misunderstood Buddhism?
Magst du Tischtennis?,2019,68,Felix,https://open.spotify.com/episode/5Sd3h4q3pZ7IMBqJFEapuB?go=1&t=2305, ,Do you like table tennis?
Warum gibt es noch Klobrillen ohne Absenkautomatik?,2021,160,Felix,https://open.spotify.com/episode/4iLzG8ZdB3NDorBbCiCc2e?go=1&t=4003, ,Why do toilet seats without soft-close still exist?
Was war die gr√∂√üte Blamage deiner Kindheit?,2021,149,Felix,https://open.spotify.com/episode/2h9VWKSzQSP4FZt4MZk1qy?go=1&t=4065, ,What was the biggest embarrassment of your childhood?
Wie war dein erster Korb?,2021,166,Felix,https://open.spotify.com/episode/1RVZe4NnEkCFKrJXDSXFIp?go=1&t=4206, ,How was your first rejection?
"Hochsommer Freibad, der Bademeister guckt gerade nicht: wie springst du vom Beckenrand??",2023,212,Felix,https://open.spotify.com/episode/444tvza1A9nYrBbLlQ0SP9?go=1&t=1847, ,"It’s midsummer, the lifeguard isn’t looking — how do you jump from the pool edge?"
W√ºrdest du bei einer TV-Show mitmachen?,2019,80,Felix,https://open.spotify.com/episode/0m22Iax9AxCEdLppJi0YsS?go=1&t=3259, ,Would you take part in a TV show?
Lieber Aida-Kreuzfahrt √ºbers Mittelmeer oder all-inclusive Lanzarote?,2018,33,Felix,https://open.spotify.com/episode/6Rt5tlQzAyXUnm19Y6mx9B?go=1&t=725, ,Would you rather go on an AIDA cruise through the Mediterranean or an all-inclusive trip to Lanzarote?
Wo bist du geizig?,2023,215,Tommi,, ,What are you stingy about?
Stromberg oder Pastewka?,2019,55,Felix,https://open.spotify.com/episode/7MzK4DbSsODeAF8HQAAblh?go=1&t=1049, ,Stromberg or Pastewka?
Wobei k√∂nntest du jemandem ewig zugucken?,2021,163,Felix,https://open.spotify.com/episode/6yH9l5NbCmTGpPZE8wQOMM?go=1&t=2658, ,What could you watch someone do forever?
"Was bevorzugst du in klein, obwohl die meisten die gro√üe Variante besser finden?",2023,220,Tommi,https://open.spotify.com/episode/60dxeOhRwXlpTS9xyYtg7x?go=1&t=2895, ,"What do you prefer in small, even though most people like it big?"
Wann gibt es noch Stille in deinem Leben?,2022,192,Tommi,https://open.spotify.com/episode/1mykhxsMtyXh6E4Mvxxivr?go=1&t=4464, ,When do you still experience silence in your life?
Hattest du jugendliche Zerst√∂rungswut?,2020,116,Felix,https://open.spotify.com/episode/49bfCy8AlgTj2p6AgFYobD?go=1&t=2064, ,Did you have teenage destructive rage?
"Wer ist der netteste Mensch, den du kennst?",2020,122,Tommi,https://open.spotify.com/episode/26kyjBWEMYx8wXILBPuLYy?go=1&t=2902, ,Who’s the nicest person you know?
Was ist dein Lieblingstier aus dem deutschen Wald?,2023,229,Tommi,https://open.spotify.com/episode/2Ed9JCwtXwFjnm2sVAQsGK?go=1&t=3257, ,What’s your favorite animal from the German forest?
Hat deine Wohnung einen offensichtlichen Fehler?,2020,93,Felix,https://open.spotify.com/episode/0lR4g5CQ0WS4y0JtkyheEo?go=1&t=3078, ,Does your apartment have an obvious flaw?
Welches Ger√§usch hasst du?,2019,65,Tommi,https://open.spotify.com/episode/5yR3wu1cwdYg6ZOjinOr6k?go=1&t=2362, ,What sound do you hate?
Hast du zu einem bestimmten Automodell eine Verbindung?,2021,148,Tommi,https://open.spotify.com/episode/7ou0d8i6PvTCkGJOnutA6l?go=1&t=4372, ,Do you have a connection to a specific car model?
"Gibt es aktuelle Trends, die an dir vorbeigehen?",2019,81,Tommi,https://open.spotify.com/episode/7v1wQU8Y5A4RUrzOokjRFB?go=1&t=3273, ,Are there current trends that completely pass you by?
Wie findest du Sehensw√ºrdigkeiten?,2019,58,Tommi,https://open.spotify.com/episode/0XsdfC9bse858d2ZQKmLjX?go=1&t=1785, ,What’s your opinion on tourist attractions?
Was genau soll das mit Zartbitterschokolade?,2018,38,Tommi,https://open.spotify.com/episode/3nUkY2rVcTRlRnv05A67Gz?go=1&t=2511, ,What’s the deal with dark chocolate?
Was ist deine Lieblingsbeleidigung beim Autofahren?,2023,226,Tommi,https://open.spotify.com/episode/4qQkGNlfJ96hgWu72uBpRQ?go=1&t=1743, ,What’s your favorite insult while driving?
Was war als Kind deine Lieblingszeichentrickfigur?,2019,60,Felix,https://open.spotify.com/episode/2zbINdbLuDhmviPmC0BKOY?go=1&t=3511, ,What was your favorite cartoon character as a kid?
Hast du jemals einen Rasenm√§her bedient?,2022,206,Tommi,https://open.spotify.com/episode/4tI76AevfunAQhvAdkSQWW?go=1&t=2122, ,Have you ever used a lawn mower?
Warum meckern Menschen eigentlich so gerne?,2023,230,Felix,https://open.spotify.com/episode/118WjPKhWlotGPqo2vsLo2?go=1&t=4675, ,Why do people love to complain so much?
Welchen Tipp solltest du selbst mehr befolgen?,2021,152,Felix,https://open.spotify.com/episode/0rbyiPCZGSuFhvcCf9cVXh?go=1&t=3863, ,What piece of advice should you follow more yourself?
"Wenn du dir jeden aussuchen k√∂nntest, wen w√ºrdest du bei deinem Geburtstag auftreten lassen?",2022,173,Tommi,https://open.spotify.com/episode/7EnOSxCjrW0s6XEVswZPto?go=1&t=3824, ,"If you could choose anyone, who would perform at your birthday?"
Wie viel Money ist Fuck-You-Money?,2021,163,Felix,https://open.spotify.com/episode/6yH9l5NbCmTGpPZE8wQOMM?go=1&t=3127, ,How much money is “fuck-you money”?
"Bei welchem Wort bist du dankbar, dass es Autokorrektur gibt?",2023,239,Tommi,https://open.spotify.com/episode/0z9ASWjHSH0p82mLAAlZjS?go=1&t=3816, ,For which word are you thankful that autocorrect exists?
Was ist der m√§nnlichste Tipp deines Vaters?,2021,157,Felix,https://open.spotify.com/episode/5WaRdGfyhyJBmhgwO7Sh68?go=1&t=3651, ,What’s the manliest advice your father ever gave you?
Wer verdient mehr deiner Zeit?,2021,136,Tommi,https://open.spotify.com/episode/1NJ2jJkY9C3dMOwoJQoDdg?go=1&t=3941, ,Who deserves more of your time?
"Womit f√§ngst du immer wieder an, obwohl du wei√üt, dass du damit bald eh wieder aufh√∂rst?",2022,178,Tommi,https://open.spotify.com/episode/5ONVlo5rNtEza4grWDSpbu?go=1&t=2966, ,What’s something you keep starting even though you know you’ll quit again soon?
Welcher ist dein Lieblings-RNB-Song?,2023,225,Felix,https://open.spotify.com/episode/0ZCFEqaF5Briv5iAOaqqSn?go=1&t=3946, ,What’s your favorite R&B song?
Bist du ein guter Beifahrer?,2023,207,Tommi,https://open.spotify.com/episode/0qMK4AoujkXSQFoGudzHEG?go=1&t=4128, ,Are you a good passenger?
Welchen Fehler w√ºrdest du als Vater/Mutter safe machen?,2021,165,Tommi,https://open.spotify.com/episode/2WgTRdfjEPMwnKrMi8KQtL?go=1&t=4286, ,What parenting mistake would you definitely make as a mom or dad?
Was ist eine Rachensperre?,2020,108,Felix,https://open.spotify.com/episode/2T3QLxnFfR0NJPcNXUK6YU?go=1&t=1507, ,What is a “Rachensperre” (throat lock)?
Warum werden Menschen Politiker?,2018,49,Tommi,https://open.spotify.com/episode/2ii0zBC8cVKPudPjtyETB8?go=1&t=1443, ,Why do people become politicians?
"Wie w√ºrdest du dich kleiden, wenn du der reichste Mensch der Welt w√§rst?",2022,192,Tommi,https://open.spotify.com/episode/1mykhxsMtyXh6E4Mvxxivr?go=1&t=3562, ,How would you dress if you were the richest person in the world?
"Was war die schwerste Entscheidung, die du je getroffen hast?",2020,92,Tommi,https://open.spotify.com/episode/4QHfqWTANsvwoUsmISchqT?go=1&t=3775, ,What was the hardest decision you’ve ever made?
Welche Firma hat einen richtig unpassenden Namen?,2021,163,Felix,https://open.spotify.com/episode/6yH9l5NbCmTGpPZE8wQOMM?go=1&t=3371, ,Which company has a really unfitting name?
Welches Lebensmittel sollte 0 Kalorien haben?,2022,190,Tommi,https://open.spotify.com/episode/2xR0ldWeSQ9RIlIHk9po0O?go=1&t=3774, ,What food should have zero calories?
Wo rechnest du komisch um?,2020,107,Tommi,https://open.spotify.com/episode/3ve14NDVaoUUqUsxG8mB0X?go=1&t=3288, ,Where do you make weird conversions in your head?
Welchen Film hast du am h√§ufigsten geguckt?,2022,167,Tommi,https://open.spotify.com/episode/3jiHSM4gsSqYoYlIppk1T1?go=1&t=4163, ,What movie have you watched the most times?
Wobei hast du die gr√∂√üte Vorfreude?,2020,120,Tommi,https://open.spotify.com/episode/0qr9VsUXkKyUAnQUJc8BLF?go=1&t=3873, ,What are you most looking forward to right now?
Bei welcher Musikrichtung verl√§sst du sofort den Club?,2019,73,Tommi,https://open.spotify.com/episode/0FrpiZyCD59Vt0j9AWLsow?go=1&t=2705, ,At what kind of music do you instantly leave the club?
Womit h√§ttest du gerne viel fr√ºher begonnen?,2021,148,Tommi,https://open.spotify.com/episode/7ou0d8i6PvTCkGJOnutA6l?go=1&t=5044, ,What’s something you wish you had started much earlier?
Was nervt deine Eltern nach wie vor an dir?,2022,205,Felix,https://open.spotify.com/episode/3DaaesGPUoRcb8isdWIOqt?go=1&t=3547, ,What still annoys your parents about you?
"Was machst du, obwohl es dich nervt, wenn andere Leute es bei dir oder in deinem Umfeld machen?",2023,228,Felix,https://open.spotify.com/episode/1CTrXJAlwBdklYnYAWVAUs?go=1&t=3278, ,What’s something you do that annoys you when others do it?
Was ist das most overrated Geb√§ck?,2023,240,Felix,https://open.spotify.com/episode/60dsR1u9gYRQpEFm5v2gee?go=1&t=3294, ,What’s the most overrated pastry?
Wie lang ist Instagram noch cool?,2020,95,Felix,https://open.spotify.com/episode/5BjWkkYt9D3u4S4Gc8UHrY?go=1&t=3521, ,How long will Instagram still be cool?
Was ist dein Lieblingsfilmzitat?,2020,98,Felix,https://open.spotify.com/episode/2xEtqeRciL9Syr0lbugF3M?go=1&t=4942, ,What’s your favorite movie quote?
Was ist deine Lieblingshunderasse?,2021,153,Tommi,https://open.spotify.com/episode/69R8mhlGe45qgxdbIKPoVf?go=1&t=3449, ,What’s your favorite dog breed?
"Bist du mal was Cooles, aber Untypisches gefahren?",2019,72,Felix,https://open.spotify.com/episode/1AT76QM4JXRaGUwjstaKLe?go=1&t=1580, ,Have you ever driven something cool but unusual?
Wie w√ºrdest du dein Erstgeborenes nennen?,2018,45,,https://open.spotify.com/episode/6rI6hV0aMu0SKgnduSZzft?go=1&t=2372, ,What would you name your firstborn child?
Welche Drogen hast du schon probiert?,2018,51,,https://open.spotify.com/episode/0FnbzZcV1VDFpgHrg8zqRi?go=1&t=2867, ,What drugs have you tried?
"Wie stehst du dazu, wenn jemand deinen Geburtstag vergisst?",2022,197,Tommi,https://open.spotify.com/episode/0KkwXJYBJb4bIv9W9b5xM1?go=1&t=3140, ,How do you feel when someone forgets your birthday?
Was ist das beste Brettspiel?,2022,176,Felix,https://open.spotify.com/episode/1P3U1vthYQ7gI8ceJ1btLx?go=1&t=2591, ,What’s the best board game?
"Welchen Promi findest du cool, bei dem du es nie offensiv zugeben w√ºrdest?",2019,58,Tommi,https://open.spotify.com/episode/0XsdfC9bse858d2ZQKmLjX?go=1&t=1060, ,Which celebrity do you secretly think is cool but wouldn’t admit it publicly?
Was war deine letzte so richtig ern√ºchternde Erkenntniss?,2023,230,Felix,https://open.spotify.com/episode/118WjPKhWlotGPqo2vsLo2?go=1&t=5217, ,What was your last truly sobering realization?
"Was h√§ttest du gern, kaufst es aber nicht?",2020,99,Tommi,https://open.spotify.com/episode/5vfon7bttkjBwJqiTHESnS?go=1&t=3984, ,What’s something you want but never buy?
Welche ist die beste Nudelsorte?,2022,200,Tommi,https://open.spotify.com/episode/2y797ALeCumSso7is2EY7P?go=1&t=4534, ,What’s the best pasta shape?
Was pitchst du bei H√∂hle der L√∂wen?,2023,227,Tommi,https://open.spotify.com/episode/0iIEJKvYzyqj6qhZwsnvZM?go=1&t=4315, ,What would you pitch on *Shark Tank* (Höhle der Löwen)?
Was lohnt sich jetzt auch nicht mehr?,2023,213,Tommi,https://open.spotify.com/episode/1CRvHAMg16j31KNANBL2on?go=1&t=3783, ,What’s no longer worth it nowadays?
"Was musst du immer aufr√§umen, wenn Besuch kommt?",2023,222,Tommi,https://open.spotify.com/episode/4lSbzJKc2y58PnjDUOr8cV?go=1&t=3426, ,What do you always have to tidy up before guests arrive?
Was l√∂st bei dir immer wieder Begeisterung aus?,2023,211,Tommi,https://open.spotify.com/episode/5e14disp0j25dQoCerq5ks?go=1&t=3291, ,What never fails to excite you?
Wie stehst du zum Thema Sp√ºlung benutzen nach dem Haarewaschen?,2019,57,Felix,https://open.spotify.com/episode/1PLJi3b8Xwa37A74MyZxWm?go=1&t=815, ,What’s your opinion on using conditioner after shampooing?
Was ist dein Lieblingsessen im Sommer?,2021,151,Felix,https://open.spotify.com/episode/2QpHWy9te9ljXEru8mbI1Y?go=1&t=4478, ,What’s your favorite summer meal?
Hast du schon mal aktiv eine Freundschaft beendet?,2021,144,Felix,https://open.spotify.com/episode/2t7ELeewitCK7EKMHy5Lbu?go=1&t=2838, ,Have you ever actively ended a friendship?
"Worin w√§rest du richtig gut, ohne es je gemacht zu haben?",2023,210,Felix,https://open.spotify.com/episode/6IEdfgYGMUWbhf5BBIphCX?go=1&t=2957, ,What would you be really good at without ever having done it?
Welcher Berufsgruppe sieht man den Stress nun wirklich an?,2023,209,Tommi,https://open.spotify.com/episode/1A6A1YVh44qBoKezNR8RfY?go=1&t=4023, ,Which profession visibly shows stress the most?
Wie stehst du zu Windowcolour?,2021,152,Felix,https://open.spotify.com/episode/0rbyiPCZGSuFhvcCf9cVXh?go=1&t=3033, ,What’s your opinion on window color art?
Welche Phrase nutzt du zu oft?,2021,166,Felix,https://open.spotify.com/episode/1RVZe4NnEkCFKrJXDSXFIp?go=1&t=3548, ,Which phrase do you use too often?
Thema Weihnachtsdeko: Ja oder nein?,2020,124,Felix,, ,Christmas decorations: yes or no?
"Thema Klopapier : Wickeln, falten oder kn√ºllen?",2018,45,,https://open.spotify.com/episode/6rI6hV0aMu0SKgnduSZzft?go=1&t=2119, ,"Toilet paper: wrap, fold, or crumple?"
Was findest du wahnsinnig arrogant?,2021,135,Tommi,https://open.spotify.com/episode/3qqtCnEuJ1gs21rXBz1ClS?go=1&t=4474, ,What do you find incredibly arrogant?
Wie oft gehst du zum Friseur?,2019,70,,https://open.spotify.com/episode/2T7CMKjCXDyYSgwIPtcu0E?go=1&t=1659, ,How often do you go to the hairdresser?
Bei welchem historischen Moment w√§rst du gern dabei gewesen?,2019,65,Tommi,https://open.spotify.com/episode/5yR3wu1cwdYg6ZOjinOr6k?go=1&t=2553, ,At which historical moment would you have liked to be present?
Welches Land hat die coolste Flagge?,2023,240,Felix,https://open.spotify.com/episode/60dsR1u9gYRQpEFm5v2gee?go=1&t=3701, ,Which country has the coolest flag?
Wenn du eine von beiden w√§hlen m√ºsstest: FDP oder CDU?,2018,41,Felix,https://open.spotify.com/episode/6GV8g9pBCDuU3MJ4kazbmd?go=1&t=2129, ,If you had to choose: FDP or CDU?
Was ist deine Traum-Fernsehsendung?,2020,92,Tommi,https://open.spotify.com/episode/4QHfqWTANsvwoUsmISchqT?go=1&t=4193, ,What’s your dream TV show?
Was ist ein Smoking?,2023,221,Felix,https://open.spotify.com/episode/2Rzw6n8MaMQg9s06YRS2Pe?go=1&t=2034, ,What is a tuxedo?
Thema Weihnachtsm√§rkte: Geil oder √ºberbewertet?,2018,44,Tommi,https://open.spotify.com/episode/3l0uIPrCbPCcfVP2DDHePv?go=1&t=2413, ,Christmas markets: amazing or overrated?
"Meinst du, Hitler und Furzen werden irgendwann wieder unlustig?",2019,54,Tommi,https://open.spotify.com/episode/19H4s5qGvW1OxUE7cW5K9c?go=1&t=1134, ,Do you think jokes about Hitler and farting will ever stop being funny?
"Welche T√§tigkeit, die du mit deiner starken Hand machst, kannst du mit der anderen am schlechtesten?",2023,235,Felix,https://open.spotify.com/episode/2y5krjiritBCaVAIEAt6rC?go=1&t=3217, ,Which activity that you do with your dominant hand do you struggle with the most using your other hand?
Bist du im Winter eher der Typ eine dicke Decke oder zwei Schnuffeldecken?,2018,43,Felix,https://open.spotify.com/episode/5LhAru2YPzlLHtPW1rpbJr?go=1&t=2323, ,"In winter, are you more the one-big-blanket type or two-snuggle-blankets type?"
"Gibt es irgendeine Kleinigkeit in deinem Verhalten, an der man ablesen kann, dass es dir gerade nicht gut geht?",2022,191,Felix,https://open.spotify.com/episode/2FsBXBfd98muhIVyLxlJbT?go=1&t=3166, ,Is there a small behavior that reveals when you’re not feeling well?
Wann hast du das letzte Mal einen Freund gefunden?,2023,213,Tommi,https://open.spotify.com/episode/1CRvHAMg16j31KNANBL2on?go=1&t=3683, ,When was the last time you made a new friend?
Was w√ºrde eine versteckte Kamera von dir im Fahrstuhl aufnehmen?,2023,224,Tommi,https://open.spotify.com/episode/0QK9G4wdM7VT9yLKMNb6oo?go=1&t=3507, ,What would a hidden camera catch you doing in an elevator?
"Was ist das Gruseligste, das dir passiert ist?",2020,95,Felix,https://open.spotify.com/episode/5BjWkkYt9D3u4S4Gc8UHrY?go=1&t=4380, ,What’s the scariest thing that’s ever happened to you?
Team Frosties oder Team Smacks?,2019,66,Felix,https://open.spotify.com/episode/4nUyS2R9ifhKNwiHUmF37i?go=1&t=1652, ,Team Frosties or Team Smacks?
Hast du dich damals vor Beginn des Schuljahres mit Schulmaterialien neu eingedeckt?,2019,63,Tommi,https://open.spotify.com/episode/4C7L8xofTXVuxH1wAvgi1A?go=1&t=2976, ,Did you use to buy new school supplies before each school year started?
"Was h√§ltst du von der Floskel ""man kann alles erreichen""?",2019,81,Tommi,https://open.spotify.com/episode/7v1wQU8Y5A4RUrzOokjRFB?go=1&t=2744, ,What do you think about the phrase “you can achieve anything”?
Welcher H√§userstil gef√§llt dir?,2019,79,Tommi,https://open.spotify.com/episode/2EHbpWB3Iw9SFgOmm796xu?go=1&t=2875, ,What architectural style do you like?
Was nervt dich zur Zeit an dir?,2023,224,Tommi,https://open.spotify.com/episode/0QK9G4wdM7VT9yLKMNb6oo?go=1&t=2990, ,What currently annoys you about yourself?
Was ist dein Lieblingsappetizer?,2021,137,Felix,https://open.spotify.com/episode/5poLp9EsfQ4YsjKcquCHm7?go=1&t=2660, ,What’s your favorite appetizer?
Was an deinem K√∂rper verstehst du nicht?,2022,171,Felix,https://open.spotify.com/episode/5KEKCcqCAgsdtnxgKOSlE4?go=1&t=2027, ,What part of your body do you not understand?
Hast du mal einen Mord gesehen?,2018,51,,https://open.spotify.com/episode/0FnbzZcV1VDFpgHrg8zqRi?go=1&t=551, ,Have you ever witnessed a murder?
"Was ist in deiner Wohnung das Lauteste, was dir runterfallen kann?",2022,193,Felix,https://open.spotify.com/episode/1RpCC7MsDcqSNIUi3hTg89?go=1&t=3809, ,What’s the loudest thing that could fall in your apartment?
"Welche Kleinigkeit macht dein Leben deutlich besser (bzw. deutlich schlechter, wenn du sie nicht dabei hast)?",2022,176,Felix,https://open.spotify.com/episode/1P3U1vthYQ7gI8ceJ1btLx?go=1&t=4683, ,What small thing makes your life much better (or much worse when you don’t have it)?
Welcher Drink schmeckt genau einen Drink lang?,2019,82,Felix,https://open.spotify.com/episode/0RqDywj0uBwXaiyLGVx7kr?go=1&t=2234, ,Which drink tastes good for exactly one drink?
Hast du BH-Gr√∂√üen verstanden?,2018,50,Felix,https://open.spotify.com/episode/5e2JtCyQwIGc6DkXEjzEbb?go=1&t=528, ,Do you understand bra sizes?
"Wenn du eine Film- oder Serienrolle sein k√∂nntest, welche w√§rest du?",2018,51,,https://open.spotify.com/episode/0FnbzZcV1VDFpgHrg8zqRi?go=1&t=3499, ,"If you could be a movie or TV character, who would you be?"
Wie sieht deine Morgenroutine aus?,2017,5,Tommi,https://open.spotify.com/episode/3gjrzvNUwT2NaG10lxetUG?go=1&t=1503, ,What’s your morning routine like?
Bei wem sehen Masken am beschissensten aus?,2022,168,Felix,https://open.spotify.com/episode/0GgXMDIx6a33z5hZNu3vO4?go=1&t=3635, ,On whom do masks look the worst?
"Was ist das sch√∂nste Kompliment, das man dir machen kann?",2019,73,Tommi,https://open.spotify.com/episode/0FrpiZyCD59Vt0j9AWLsow?go=1&t=2398, ,What’s the nicest compliment someone can give you?
"Gibt es eine Hausarbeit die andere bl√∂d finden, du aber magst?",2022,170,Tommi,https://open.spotify.com/episode/3OHhP7iPabxcCIadZvMJ7I?go=1&t=3641, ,Is there a household chore that others hate but you enjoy?
Welches ist das schlimmste Sprichwort?,2019,83,Tommi,https://open.spotify.com/episode/5PaA2JIvfamCVYcqMJXRYq?go=1&t=1729, ,What’s the worst proverb?
Wie hot bist du auf einer Skala von 1-10?,2019,64,Felix,https://open.spotify.com/episode/4QdLvVwSRkb0SnZJXOScyU?go=1&t=2139, ,How hot are you on a scale from 1 to 10?
"Welches Essen ist bis zu einem gewissen Punkt richtig geil, aber mit einem Schnuff zu viel richtig ekelig?",2022,179,Felix,https://open.spotify.com/episode/1DYg1l6xLFO54ewbK0HSzR?go=1&t=2003, ,What food is great up to a point but disgusting if you eat just a bit too much?
"Was ist dein letzter guter Vorsatz, der richtig schiefgelaufen ist?",2022,185,Felix,https://open.spotify.com/episode/5wqA5iGL7mAY8kX0tAhwYG?go=1&t=4229, ,What was your last New Year’s resolution that completely failed?
Was hast du dieses Jahr gelernt?,2019,83,Tommi,https://open.spotify.com/episode/5PaA2JIvfamCVYcqMJXRYq?go=1&t=2392, ,What have you learned this year?
Wann hast du dich das letzte Mal √ºber dich selbst ge√§rgert?,2023,237,Felix,https://open.spotify.com/episode/5l74DHP3ImV01bFcIW6fJi?go=1&t=3775, ,When was the last time you were mad at yourself?
Wenn du 10 Jahre in die Zukunft guckst: Siehst du dich eher in einem Haus auf dem Land oder in einer gro√üen Wohnung in der Stadt?,2019,57,Felix,https://open.spotify.com/episode/1PLJi3b8Xwa37A74MyZxWm?go=1&t=1901, ,"If you look 10 years into the future, do you see yourself in a house in the countryside or in a big apartment in the city?"
Was verschenkst du am liebsten?,2023,224,Tommi,https://open.spotify.com/episode/0QK9G4wdM7VT9yLKMNb6oo?go=1&t=2636, ,What do you most enjoy giving as a gift?
Hast du jemals was gefunden?,2022,191,Felix,https://open.spotify.com/episode/2FsBXBfd98muhIVyLxlJbT?go=1&t=2695, ,Have you ever found something valuable?
Was war dir zuletzt peinlich?,2019,75,Tommi,https://open.spotify.com/episode/5xReT6LgW87qpARIk1v5yr?go=1&t=3480, ,What was the last thing that embarrassed you?
"Gibt es etwas im K√ºchenbereich, bei dem du sehr pingelig bist, was Hygiene angeht?",2022,197,Tommi,https://open.spotify.com/episode/0KkwXJYBJb4bIv9W9b5xM1?go=1&t=4068, ,Is there anything in the kitchen you’re super picky about when it comes to hygiene?
In welchem Alter fandest du dich am coolsten?,2023,226,Felix,https://open.spotify.com/episode/4qQkGNlfJ96hgWu72uBpRQ?go=1&t=2526, ,At what age did you think you were the coolest?
Mit welchem Politiker w√ºrdest du nicht in den Urlaub fahren?,2023,211,Tommi,https://open.spotify.com/episode/5e14disp0j25dQoCerq5ks?go=1&t=4422, ,Which politician would you definitely not go on vacation with?
"Gibt es ein Wort, welches du regelm√§√üig nutzt, aber bis zur Unkenntlichkeit verst√ºmmelt hast?",2022,174,Felix,https://open.spotify.com/episode/5YzPNZ0bHQC1U3XqTZUeGs?go=1&t=2661, ,Is there a word you use so often that you’ve completely mangled it over time?
"Glaubst du, das aktuelle gesamtgesellschaftliche Gef√ºhl bleibt so, oder wird sich etwas √§ndern?",2023,231,Tommi,https://open.spotify.com/episode/2gxoUprls1YdmBy5OU5WVc?go=1&t=4632, ,Do you think the current general mood in society will stay the same or change?
Du bist der letzte Mensch der Welt: Was machst du?,2020,94,Tommi,https://open.spotify.com/episode/3lfsOEhLtQLAQGeKFcAXDi?go=1&t=2747, ,You’re the last person on Earth — what do you do?
Hast du manchmal Lust auf gro√üe Sommeraktivit√§ten?,2023,223,Felix,https://open.spotify.com/episode/1I3TOC2bDjq5loaxcypL1y?go=1&t=3650, ,Do you sometimes crave big summer activities?
